row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,919,1082,1327,1325,1075,1137,882,1139,1317,1097,NA
B,N2,919,1082,1327,1325,1075,1137,882,1139,1317,1097,NA
C,N2,919,1082,1327,1325,1075,1137,882,1139,1317,1097,NA
D,N2,919,1082,1327,1325,1075,1137,882,1139,1317,1097,NA
E,N2,919,1082,1327,1325,1075,1137,882,1139,1317,1097,NA
F,N2,919,1082,1327,1325,1075,1137,882,1139,1317,1097,NA
G,N2,919,1082,1327,1325,1075,1137,882,1139,1317,1097,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
