row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,920,1082,1076,1326,1328,N2,920,1082,1076,1326,1328
B,N2,920,1082,1076,1326,1328,N2,920,1082,1076,1326,1328
C,N2,920,1082,1076,1326,1328,N2,920,1082,1076,1326,1328
D,N2,920,1082,1076,1326,1328,N2,920,1082,1076,1326,1328
E,N2,920,1082,1076,1326,1328,N2,920,1082,1076,1326,1328
F,N2,920,1082,1076,1326,1328,N2,920,1082,1076,1326,1328
G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
