row,1,2,3,4,5,6,7,8,9,10,11,12
A,N2,920,1081,1075,1325,1327,N2,920,1081,1075,1325,1327
B,N2,920,1081,1075,1325,1327,N2,920,1081,1075,1325,1327
C,N2,920,1081,1075,1325,1327,N2,920,1081,1075,1325,1327
D,N2,920,1081,1075,1325,1327,N2,920,1081,1075,1325,1327
E,N2,920,1081,1075,1325,1327,N2,920,1081,1075,1325,1327
F,N2,920,1081,1075,1325,1327,N2,920,1081,1075,1325,1327
G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
