row,1,2,3,4,5,6,7,8,9,10,11,12
A,,TRUE,,,,,,,,,,
B,,TRUE,,,,,TRUE,,TRUE,,,
C,,,,,,,TRUE,,,,,
D,,TRUE,,,,,TRUE,,,,,
E,,,,,,,TRUE,,,,,
F,,,,,,,,,,,,
G,,,,,,,TRUE,,,,,
H,,,,,,,,,,,,
